CATALOGUENUMBER	SPECIESSUMMARY
7658	Form_lugu/para
7671	Form_lugu/para
7706	Form_lugu/para
7795	Form_lugu/para
7809	Form_lugu/para
7902	Form_lugu/para
7905	Form_lugu/para
7906	Form_lugu/para
7919	Form_lugu/para
7930	Form_lugu/para
7939	Form_lugu/para
7953	Form_lugu/para
7958	Form_lugu/para
7975	Form_lugu/para
8005	Form_lugu/para
8058	Form_lugu/para
8079	Form_lugu/para
8092	Form_lugu/para
8100	Form_lugu/para
8105	Form_lugu/para
8107	Form_lugu/para
8143	Form_lugu/para
8169	Form_lugu/para
8170	Form_lugu/para
8179	Form_lugu/para
8201	Form_lugu/para
8204	Form_lugu/para
8217	Form_lugu/para
8277	Form_lugu/para
8334	Form_lugu/para
8341	Form_lugu/para
8369	Form_lugu/para
8405	Form_lugu/para
8504	Form_lugu/para
8642	Form_lugu/para
8746	Form_lugu/para
8846	Form_lugu/para
8853	Form_lugu/para
8940	Form_lugu/para
9066	Form_lugu/para
9410	Form_lugu/para
9430	Form_lugu/para
9449	Form_lugu/para
9485	Form_lugu/para
9495	Form_lugu/para
9593	Form_lugu/para
9606	Form_lugu/para
9628	Form_lugu/para
9685	Form_lugu/para
9739	Form_lugu/para
9755	Form_lugu/para
9791	Form_lugu/para
9795	Form_lugu/para
9908	Form_lugu/para
10015	Form_lugu/para
10031	Form_lugu/para
10034	Form_lugu/para
10195	Form_lugu/para
10207	Form_lugu/para
10234	Form_lugu/para
10330	Form_lugu/para
10374	Form_lugu/para
10407	Form_lugu/para
10477	Form_lugu/para
10576	Form_lugu/para
10579	Form_lugu/para
10699	Form_lugu/para
10731	Form_lugu/para
10739	Form_lugu/para
10758	Form_lugu/para
10789	Form_lugu/para
10880	Form_lugu/para
10918	Form_lugu/para
10927	Form_lugu/para
10937	Form_lugu/para
10966	Form_lugu/para
10998	Form_lugu/para
11109	Form_lugu/para
11218	Form_lugu/para
11235	Form_lugu/para
11282	Form_lugu/para
11407	Form_lugu/para
11439	Form_lugu/para
11482	Form_lugu/para
11665	Form_lugu/para
11683	Form_lugu/para
11786	Form_lugu/para
11815	Form_lugu/para
11982	Form_lugu/para
12017	Form_lugu/para
12038	Form_lugu/para
12084	Form_lugu/para
12156	Form_lugu/para
12180	Form_lugu/para
12189	Form_lugu/para
12217	Form_lugu/para
12223	Form_lugu/para
12271	Form_lugu/para
12272	Form_lugu/para
12283	Form_lugu/para
12289	Form_lugu/para
12302	Form_lugu/para
12319	Form_lugu/para
12327	Form_lugu/para
12335	Form_lugu/para
12343	Form_lugu/para
12353	Form_lugu/para
12367	Form_lugu/para
12383	Form_lugu/para
12410	Form_lugu/para
12488	Form_lugu/para
12804	Form_lugu/para
12836	Form_lugu/para
12839	Form_lugu/para
12920	Form_lugu/para
12933	Form_lugu/para
12967	Form_lugu/para
13012	Form_lugu/para
13013	Form_lugu/para
13051	Form_lugu/para
13096	Form_lugu/para
13097	Form_lugu/para
13105	Form_lugu/para
13122	Form_lugu/para
13146	Form_lugu/para
13195	Form_lugu/para
13201	Form_lugu/para
13215	Form_lugu/para
13251	Form_lugu/para
13265	Form_lugu/para
13267	Form_lugu/para
13331	Form_lugu/para
13349	Form_lugu/para
13350	Form_lugu/para
13447	Form_lugu/para
13482	Form_lugu/para
13549	Form_lugu/para
13592	Form_lugu/para
13598	Form_lugu/para
13646	Form_lugu/para
13654	Form_lugu/para
13658	Form_lugu/para
13705	Form_lugu/para
13769	Form_lugu/para
13862	Form_lugu/para
13903	Form_lugu/para
13954	Form_lugu/para
13959	Form_lugu/para
13960	Form_lugu/para
13962	Form_lugu/para
13986	Form_lugu/para
13998	Form_lugu/para
14105	Form_lugu/para
14122	Form_lugu/para
14129	Form_lugu/para
14158	Form_lugu/para
14167	Form_lugu/para
14332	Form_lugu/para
14480	Form_lugu/para
14533	Form_lugu/para
14538	Form_lugu/para
14547	Form_lugu/para
14572	Form_lugu/para
14582	Form_lugu/para
14605	Form_lugu/para
14628	Form_lugu/para
14634	Form_lugu/para
14643	Form_lugu/para
14678	Form_lugu/para
14702	Form_lugu/para
14708	Form_lugu/para
14711	Form_lugu/para
14742	Form_lugu/para
14758	Form_lugu/para
14772	Form_lugu/para
14809	Form_lugu/para
14826	Form_lugu/para
14841	Form_lugu/para
14862	Form_lugu/para
14883	Form_lugu/para
14894	Form_lugu/para
14908	Form_lugu/para
14914	Form_lugu/para
14920	Form_lugu/para
14974	Form_lugu/para
14987	Form_lugu/para
14995	Form_lugu/para
15024	Form_lugu/para
15044	Form_lugu/para
15073	Form_lugu/para
15126	Form_lugu/para
15127	Form_lugu/para
15179	Form_lugu/para
15204	Form_lugu/para
15205	Form_lugu/para
15208	Form_lugu/para
15285	Form_lugu/para
15300	Form_lugu/para
15311	Form_lugu/para
15317	Form_lugu/para
15327	Form_lugu/para
15344	Form_lugu/para
15354	Form_lugu/para
15372	Form_lugu/para
15376	Form_lugu/para
15446	Form_lugu/para
15486	Form_lugu/para
15490	Form_lugu/para
15502	Form_lugu/para
15507	Form_lugu/para
15547	Form_lugu/para
15554	Form_lugu/para
15559	Form_lugu/para
15571	Form_lugu/para
15595	Form_lugu/para
15612	Form_lugu/para
15655	Form_lugu/para
15689	Form_lugu/para
15691	Form_lugu/para
15732	Form_lugu/para
15735	Form_lugu/para
15756	Form_lugu/para
15757	Form_lugu/para
15768	Form_lugu/para
15782	Form_lugu/para
15789	Form_lugu/para
15797	Form_lugu/para
15834	Form_lugu/para
15837	Form_lugu/para
15851	Form_lugu/para
15878	Form_lugu/para
15885	Form_lugu/para
15887	Form_lugu/para
15888	Form_lugu/para
15894	Form_lugu/para
15909	Form_lugu/para
15925	Form_lugu/para
15942	Form_lugu/para
15953	Form_lugu/para
15983	Form_lugu/para
15985	Form_lugu/para
16010	Form_lugu/para
16140	Form_lugu/para
16142	Form_lugu/para
16265	Form_lugu/para
16354	Form_lugu/para
16711	Form_lugu/para
16831	Form_lugu/para
16833	Form_lugu/para
16871	Form_lugu/para
16878	Form_lugu/para
17086	Form_lugu/para
17113	Form_lugu/para
17167	Form_lugu/para
17585	Form_lugu/para
17621	Form_lugu/para
17762	Form_lugu/para
17766	Form_lugu/para
17782	Form_lugu/para
17850	Form_lugu/para
17985	Form_lugu/para
18011	Form_lugu/para
18016	Form_lugu/para
18017	Form_lugu/para
18024	Form_lugu/para
18071	Form_lugu/para
18078	Form_lugu/para
18101	Form_lugu/para
18122	Form_lugu/para
18124	Form_lugu/para
18131	Form_lugu/para
18136	Form_lugu/para
18142	Form_lugu/para
18148	Form_lugu/para
18164	Form_lugu/para
18184	Form_lugu/para
18312	Form_lugu/para
18328	Form_lugu/para
18441	Form_lugu/para
18442	Form_lugu/para
18454	Form_lugu/para
18521	Form_lugu/para
18596	Form_lugu/para
18619	Form_lugu/para
18663	Form_lugu/para
18699	Form_lugu/para
18729	Form_lugu/para
18753	Form_lugu/para
18755	Form_lugu/para
18775	Form_lugu/para
18809	Form_lugu/para
18833	Form_lugu/para
18846	Form_lugu/para
18897	Form_lugu/para
18979	Form_lugu/para
18990	Form_lugu/para
18991	Form_lugu/para
19600	Form_lugu/para
19612	Form_lugu/para
19620	Form_lugu/para
19650	Form_lugu/para
19651	Form_lugu/para
19678	Form_lugu/para
19711	Form_lugu/para
19728	Form_lugu/para
19729	Form_lugu/para
19771	Form_lugu/para
19782	Form_lugu/para
19792	Form_lugu/para
19809	Form_lugu/para
19810	Form_lugu/para
19818	Form_lugu/para
19874	Form_lugu/para
19880	Form_lugu/para
19902	Form_lugu/para
19907	Form_lugu/para
19926	Form_lugu/para
19938	Form_lugu/para
19939	Form_lugu/para
19943	Form_lugu/para
19945	Form_lugu/para
19975	Form_lugu/para
19976	Form_lugu/para
19978	Form_lugu/para
19987	Form_lugu/para
20068	Form_lugu/para
20143	Form_lugu/para
20224	Form_lugu/para
20266	Form_lugu/para
20600	Form_lugu/para
20647	Form_lugu/para
20673	Form_lugu/para
20697	Form_lugu/para
20946	Form_lugu/para
20966	Form_lugu/para
20989	Form_lugu/para
9990024	Form_lugu/para
9990027	Form_lugu/para
9990032	Form_lugu/para
9990078	Form_lugu/para
9990093	Form_lugu/para
9990103	Form_lugu/para
9990104	Form_lugu/para
9990144	Form_lugu/para
9990146	Form_lugu/para
9990165	Form_lugu/para
9990181	Form_lugu/para
9990193	Form_lugu/para
9990242	Form_lugu/para
9990248	Form_lugu/para
9990251	Form_lugu/para
9990259	Form_lugu/para
9990261	Form_lugu/para
9990266	Form_lugu/para
9990274	Form_lugu/para
9990280	Form_lugu/para
9990283	Form_lugu/para
9990322	Form_lugu/para
9990362	Form_lugu/para
9990371	Form_lugu/para
9990375	Form_lugu/para
9990419	Form_lugu/para
9990427	Form_lugu/para
9990520	Form_lugu/para
9990550	Form_lugu/para
9990588	Form_lugu/para
9990690	Form_lugu/para
9990795	Form_lugu/para
9990866	Form_lugu/para
9990915	Form_lugu/para
9990938	Form_lugu/para
9990943	Form_lugu/para
9990972	Form_lugu/para
9990978	Form_lugu/para
9991068	Form_lugu/para
9991081	Form_lugu/para
9991101	Form_lugu/para
9991133	Form_lugu/para
9991154	Form_lugu/para
9991265	Form_lugu/para
9991300	Form_lugu/para
9991457	Form_lugu/para
9991468	Form_lugu/para
9991472	Form_lugu/para
9991506	Form_lugu/para
9991515	Form_lugu/para
9991545	Form_lugu/para
9991560	Form_lugu/para
9991561	Form_lugu/para
9991562	Form_lugu/para
9991579	Form_lugu/para
9991649	Form_lugu/para
9991662	Form_lugu/para
9991664	Form_lugu/para
9991671	Form_lugu/para
9991756	Form_lugu/para
9991834	Form_lugu/para
9991885	Form_lugu/para
9992119	Form_lugu/para
9992135	Form_lugu/para
9992154	Form_lugu/para
9992336	Form_lugu/para
9992924	Form_lugu/para
9993073	Form_lugu/para
14405B	Form_lugu/para
17194B	Form_lugu/para
17347B	Form_lugu/para
18970B	Form_lugu/para
2611B	Form_lugu/para
6931B	Form_lugu/para
7419B	Form_lugu/para
8961B	Form_lugu/para
F.lugu_L1	Form_lugu/para
F.lugu_L2	Form_lugu/para
12621B	Form_para
6883	Form_pice
38	Form_poly
214	Form_poly
247	Form_poly
555	Form_poly
1215	Form_poly
1290	Form_poly
1377	Form_poly
1408	Form_poly
1517	Form_poly
1730	Form_poly
1765	Form_poly
1902	Form_poly
1997	Form_poly
2215	Form_poly
2268	Form_poly
2320	Form_poly
2344	Form_poly
2383	Form_poly
2393	Form_poly
2463	Form_poly
2603	Form_poly
2764	Form_poly
3112	Form_poly
3514	Form_poly
3635	Form_poly
3768	Form_poly
3789	Form_poly
3898	Form_poly
3925	Form_poly
4460	Form_poly
4582	Form_poly
4723	Form_poly
5153	Form_poly
5156	Form_poly
5162	Form_poly
6002	Form_poly
6108	Form_poly
6376	Form_poly
6438	Form_poly
6598	Form_poly
6947	Form_poly
6954	Form_poly
7212	Form_poly
7258	Form_poly
7335	Form_poly
7435	Form_poly
7638	Form_poly
7731	Form_poly
7754	Form_poly
7762	Form_poly
7773	Form_poly
7853	Form_poly
7873	Form_poly
7933	Form_poly
8034	Form_poly
8072	Form_poly
8081	Form_poly
8121	Form_poly
8295	Form_poly
8312	Form_poly
8327	Form_poly
8344	Form_poly
8394	Form_poly
8409	Form_poly
8492	Form_poly
8570	Form_poly
8638	Form_poly
8663	Form_poly
8791	Form_poly
8915	Form_poly
8918	Form_poly
8961	Form_poly
8981	Form_poly
9233	Form_poly
9349	Form_poly
9381	Form_poly
9427	Form_poly
9479	Form_poly
9509	Form_poly
9515	Form_poly
9673	Form_poly
9675	Form_poly
9783	Form_poly
9949	Form_poly
10081	Form_poly
10114	Form_poly
10119	Form_poly
10169	Form_poly
10214	Form_poly
10306	Form_poly
10326	Form_poly
10367	Form_poly
10384	Form_poly
10414	Form_poly
10452	Form_poly
10530	Form_poly
10632	Form_poly
10647	Form_poly
10818	Form_poly
10842	Form_poly
10853	Form_poly
11022	Form_poly
11061	Form_poly
11121	Form_poly
11197	Form_poly
11206	Form_poly
11227	Form_poly
11250	Form_poly
11273	Form_poly
11302	Form_poly
11322	Form_poly
11349	Form_poly
11354	Form_poly
11381	Form_poly
11414	Form_poly
11465	Form_poly
11469	Form_poly
11475	Form_poly
11518	Form_poly
11608	Form_poly
11614	Form_poly
11673	Form_poly
11738	Form_poly
12247	Form_poly
12421	Form_poly
12790	Form_poly
12945	Form_poly
13167	Form_poly
13432	Form_poly
13439	Form_poly
13480	Form_poly
13901	Form_poly
14523	Form_poly
14767	Form_poly
14860	Form_poly
15076	Form_poly
15274	Form_poly
15505	Form_poly
15566	Form_poly
15610	Form_poly
15663	Form_poly
15724	Form_poly
15763	Form_poly
15770	Form_poly
15806	Form_poly
15830	Form_poly
15839	Form_poly
15867	Form_poly
15901	Form_poly
15902	Form_poly
15934	Form_poly
16094	Form_poly
16135	Form_poly
16143	Form_poly
16159	Form_poly
16276	Form_poly
16501	Form_poly
16548	Form_poly
16568	Form_poly
16597	Form_poly
16688	Form_poly
16742	Form_poly
16749	Form_poly
16782	Form_poly
16791	Form_poly
16861	Form_poly
17756	Form_poly
17855	Form_poly
18119	Form_poly
18277	Form_poly
18308	Form_poly
18528	Form_poly
18626	Form_poly
18694	Form_poly
18823	Form_poly
18877	Form_poly
18960	Form_poly
19773	Form_poly
19801	Form_poly
20307	Form_poly
20540	Form_poly
20554	Form_poly
20564	Form_poly
20567	Form_poly
20570	Form_poly
20664	Form_poly
20748	Form_poly
20938	Form_poly
9990003	Form_poly
9990355	Form_poly
9990976	Form_poly
9990983	Form_poly
7750B	Form_poly
8703B	Form_poly
356	Form_prat
418	Form_prat
496	Form_prat
637	Form_prat
933	Form_prat
1102	Form_prat
1152	Form_prat
1327	Form_prat
1437	Form_prat
1766	Form_prat
1834	Form_prat
1991	Form_prat
1993	Form_prat
2008	Form_prat
2107	Form_prat
2506	Form_prat
2595	Form_prat
2953	Form_prat
3015	Form_prat
3080	Form_prat
3253	Form_prat
3401	Form_prat
3454	Form_prat
3480	Form_prat
3645	Form_prat
4596	Form_prat
4656	Form_prat
4709	Form_prat
4790	Form_prat
4807	Form_prat
4955	Form_prat
6442	Form_prat
6545	Form_prat
6777	Form_prat
6793	Form_prat
6911	Form_prat
7182	Form_prat
7367	Form_prat
7541	Form_prat
7744	Form_prat
7788	Form_prat
8462	Form_prat
8496	Form_prat
8959	Form_prat
9671	Form_prat
10041	Form_prat
10061	Form_prat
10338	Form_prat
10340	Form_prat
10356	Form_prat
10491	Form_prat
10586	Form_prat
10722	Form_prat
10772	Form_prat
10835	Form_prat
11286	Form_prat
11358	Form_prat
11671	Form_prat
11693	Form_prat
11712	Form_prat
12362	Form_prat
12368	Form_prat
12679	Form_prat
12959	Form_prat
13297	Form_prat
13318	Form_prat
13435	Form_prat
13790	Form_prat
13866	Form_prat
14601	Form_prat
14694	Form_prat
15100	Form_prat
16118	Form_prat
16158	Form_prat
16163	Form_prat
16236	Form_prat
16259	Form_prat
16482	Form_prat
16853	Form_prat
17143	Form_prat
17272	Form_prat
17628	Form_prat
17915	Form_prat
18013	Form_prat
18098	Form_prat
18428	Form_prat
18557	Form_prat
18864	Form_prat
18966	Form_prat
19677	Form_prat
20571	Form_prat
9990031	Form_prat
9990034	Form_prat
9990115	Form_prat
9990209	Form_prat
9990224	Form_prat
9990383	Form_prat
9990555	Form_prat
9990600	Form_prat
9990955	Form_prat
9990959	Form_prat
9991551	Form_prat
9991884	Form_prat
9992351	Form_prat
9992702	Form_prat
9992896	Form_prat
9993096	Form_prat
9993277	Form_prat
437B	Form_prat
6791B	Form_prat
7138B	Form_prat
8950C	Form_prat
9990400B	Form_prat
198	Form_pres
489	Form_pres
1314	Form_pres
1364	Form_pres
1409	Form_pres
1522	Form_pres
2000	Form_pres
2184	Form_pres
2240	Form_pres
2257	Form_pres
2913	Form_pres
3123	Form_pres
3124	Form_pres
3611	Form_pres
3677	Form_pres
3945	Form_pres
3974	Form_pres
4591	Form_pres
5123	Form_pres
5329	Form_pres
5480	Form_pres
6164	Form_pres
6307	Form_pres
7406	Form_pres
7661	Form_pres
8375	Form_pres
8725	Form_pres
8820	Form_pres
9168	Form_pres
9846	Form_pres
10395	Form_pres
10458	Form_pres
10934	Form_pres
12086	Form_pres
12222	Form_pres
13923	Form_pres
14331	Form_pres
14774	Form_pres
14789	Form_pres
14892	Form_pres
14957	Form_pres
15095	Form_pres
15148	Form_pres
15181	Form_pres
15252	Form_pres
15277	Form_pres
15325	Form_pres
15353	Form_pres
15394	Form_pres
15468	Form_pres
15481	Form_pres
15617	Form_pres
15635	Form_pres
15642	Form_pres
15681	Form_pres
15682	Form_pres
15683	Form_pres
15714	Form_pres
15715	Form_pres
15795	Form_pres
15854	Form_pres
15979	Form_pres
16234	Form_pres
16379	Form_pres
17342	Form_pres
17562	Form_pres
17866	Form_pres
17892	Form_pres
18123	Form_pres
18158	Form_pres
18215	Form_pres
18240	Form_pres
18418	Form_pres
18452	Form_pres
18465	Form_pres
18510	Form_pres
18571	Form_pres
18943	Form_pres
19793	Form_pres
20019	Form_pres
20076	Form_pres
20193	Form_pres
20205	Form_pres
20763	Form_pres
9990009	Form_pres
9990011	Form_pres
9990016	Form_pres
9990025	Form_pres
9990050	Form_pres
9990057	Form_pres
9990060	Form_pres
9990073	Form_pres
9990076	Form_pres
9990089	Form_pres
9990096	Form_pres
9990117	Form_pres
9990121	Form_pres
9990124	Form_pres
9990128	Form_pres
9990133	Form_pres
9990134	Form_pres
9990140	Form_pres
9990167	Form_pres
9990171	Form_pres
9990172	Form_pres
9990178	Form_pres
9990183	Form_pres
9990185	Form_pres
9990188	Form_pres
9990196	Form_pres
9990200	Form_pres
9990204	Form_pres
9990208	Form_pres
9990217	Form_pres
9990218	Form_pres
9990221	Form_pres
9990223	Form_pres
9990225	Form_pres
9990226	Form_pres
9990234	Form_pres
9990236	Form_pres
9990245	Form_pres
9990246	Form_pres
9990247	Form_pres
9990249	Form_pres
9990250	Form_pres
9990262	Form_pres
9990264	Form_pres
9990271	Form_pres
9990272	Form_pres
9990278	Form_pres
9990285	Form_pres
9990288	Form_pres
9990291	Form_pres
9990292	Form_pres
9990301	Form_pres
9990313	Form_pres
9990319	Form_pres
9990335	Form_pres
9990336	Form_pres
9990345	Form_pres
9990346	Form_pres
9990361	Form_pres
9990372	Form_pres
9990373	Form_pres
9990386	Form_pres
9990405	Form_pres
9990499	Form_pres
9990516	Form_pres
9990521	Form_pres
9990523	Form_pres
9990525	Form_pres
9990527	Form_pres
9990556	Form_pres
9990557	Form_pres
9990560	Form_pres
9990561	Form_pres
9990568	Form_pres
9990725	Form_pres
9990753	Form_pres
9990763	Form_pres
9990768	Form_pres
9990777	Form_pres
9990790	Form_pres
9990806	Form_pres
9990885	Form_pres
9990893	Form_pres
9990895	Form_pres
9990900	Form_pres
9990908	Form_pres
9990910	Form_pres
9990918	Form_pres
9990928	Form_pres
9990960	Form_pres
9991056	Form_pres
9991059	Form_pres
9991063	Form_pres
9991080	Form_pres
9991089	Form_pres
9991095	Form_pres
9991100	Form_pres
9991102	Form_pres
9991106	Form_pres
9991109	Form_pres
9991116	Form_pres
9991127	Form_pres
9991132	Form_pres
9991135	Form_pres
9991138	Form_pres
9991143	Form_pres
9991150	Form_pres
9991158	Form_pres
9991180	Form_pres
9991196	Form_pres
9991254	Form_pres
9991271	Form_pres
9991293	Form_pres
9991308	Form_pres
9991311	Form_pres
9991337	Form_pres
9991340	Form_pres
9991384	Form_pres
9991459	Form_pres
9991463	Form_pres
9991471	Form_pres
9991483	Form_pres
9991485	Form_pres
9991491	Form_pres
9991538	Form_pres
9991559	Form_pres
9991575	Form_pres
9991642	Form_pres
9991643	Form_pres
9991644	Form_pres
9991645	Form_pres
9991665	Form_pres
9991691	Form_pres
9991704	Form_pres
9991710	Form_pres
9991726	Form_pres
9991736	Form_pres
9991737	Form_pres
9991770	Form_pres
9991773	Form_pres
9991840	Form_pres
9991846	Form_pres
9991854	Form_pres
9991864	Form_pres
9991891	Form_pres
9991894	Form_pres
9991897	Form_pres
9991913	Form_pres
9991922	Form_pres
9991928	Form_pres
9991931	Form_pres
9991947	Form_pres
9991957	Form_pres
9992128	Form_pres
9992155	Form_pres
9992305	Form_pres
9992313	Form_pres
9992322	Form_pres
9992324	Form_pres
9992335	Form_pres
9992343	Form_pres
9992349	Form_pres
9992500	Form_pres
9992501	Form_pres
9992698	Form_pres
9992709	Form_pres
9992713	Form_pres
9992714	Form_pres
9992723	Form_pres
9992730	Form_pres
9992734	Form_pres
9992885	Form_pres
9992895	Form_pres
9993084	Form_pres
9993091	Form_pres
9993113	Form_pres
9993117	Form_pres
9993268	Form_pres
9993281	Form_pres
9993301	Form_pres
9993308	Form_pres
9546B	Form_pres
155	Form_rufa
430	Form_rufa
647	Form_rufa
709	Form_rufa
849	Form_rufa
1017	Form_rufa
1422	Form_rufa
1430	Form_rufa
1433	Form_rufa
1678	Form_rufa
1725	Form_rufa
1793	Form_rufa
1853	Form_rufa
1887	Form_rufa
1898	Form_rufa
2078	Form_rufa
2394	Form_rufa
2399	Form_rufa
2448	Form_rufa
2479	Form_rufa
2554	Form_rufa
2558	Form_rufa
2709	Form_rufa
2719	Form_rufa
2746	Form_rufa
2850	Form_rufa
2860	Form_rufa
2918	Form_rufa
2935	Form_rufa
2948	Form_rufa
3075	Form_rufa
3186	Form_rufa
3196	Form_rufa
3290	Form_rufa
3411	Form_rufa
3843	Form_rufa
3938	Form_rufa
4504	Form_rufa
4518	Form_rufa
4527	Form_rufa
4536	Form_rufa
4557	Form_rufa
4567	Form_rufa
4623	Form_rufa
4624	Form_rufa
4630	Form_rufa
4672	Form_rufa
4725	Form_rufa
4872	Form_rufa
4906	Form_rufa
4948	Form_rufa
4973	Form_rufa
4990	Form_rufa
5006	Form_rufa
5072	Form_rufa
5176	Form_rufa
5185	Form_rufa
5206	Form_rufa
5299	Form_rufa
5333	Form_rufa
5336	Form_rufa
5341	Form_rufa
5393	Form_rufa
5404	Form_rufa
5420	Form_rufa
5496	Form_rufa
5751	Form_rufa
6146	Form_rufa
6207	Form_rufa
6243	Form_rufa
6561	Form_rufa
6568	Form_rufa
6631	Form_rufa
6639	Form_rufa
6648	Form_rufa
6679	Form_rufa
6698	Form_rufa
6737	Form_rufa
6799	Form_rufa
6807	Form_rufa
6956	Form_rufa
6969	Form_rufa
7008	Form_rufa
7015	Form_rufa
7039	Form_rufa
7074	Form_rufa
7215	Form_rufa
7294	Form_rufa
7297	Form_rufa
7322	Form_rufa
7323	Form_rufa
7549	Form_rufa
7605	Form_rufa
7682	Form_rufa
7729	Form_rufa
7786	Form_rufa
7984	Form_rufa
8060	Form_rufa
8154	Form_rufa
8252	Form_rufa
8433	Form_rufa
8596	Form_rufa
8835	Form_rufa
8950	Form_rufa
9007	Form_rufa
9022	Form_rufa
9099	Form_rufa
9116	Form_rufa
9126	Form_rufa
9167	Form_rufa
9268	Form_rufa
9299	Form_rufa
9632	Form_rufa
10004	Form_rufa
10095	Form_rufa
10259	Form_rufa
10365	Form_rufa
10366	Form_rufa
10443	Form_rufa
10540	Form_rufa
10833	Form_rufa
10873	Form_rufa
10899	Form_rufa
11010	Form_rufa
11024	Form_rufa
11028	Form_rufa
11034	Form_rufa
11047	Form_rufa
11048	Form_rufa
11063	Form_rufa
11067	Form_rufa
11070	Form_rufa
11071	Form_rufa
11079	Form_rufa
11080	Form_rufa
11120	Form_rufa
11122	Form_rufa
11138	Form_rufa
11141	Form_rufa
11164	Form_rufa
11166	Form_rufa
11173	Form_rufa
11177	Form_rufa
11183	Form_rufa
11203	Form_rufa
11212	Form_rufa
11214	Form_rufa
11217	Form_rufa
11219	Form_rufa
11220	Form_rufa
11222	Form_rufa
11226	Form_rufa
11228	Form_rufa
11236	Form_rufa
11238	Form_rufa
11253	Form_rufa
11278	Form_rufa
11279	Form_rufa
11285	Form_rufa
11296	Form_rufa
11297	Form_rufa
11305	Form_rufa
11340	Form_rufa
11341	Form_rufa
11345	Form_rufa
11346	Form_rufa
11361	Form_rufa
11371	Form_rufa
11378	Form_rufa
11382	Form_rufa
11386	Form_rufa
11393	Form_rufa
11423	Form_rufa
11437	Form_rufa
11452	Form_rufa
11453	Form_rufa
11455	Form_rufa
11460	Form_rufa
11464	Form_rufa
11470	Form_rufa
11471	Form_rufa
11480	Form_rufa
11487	Form_rufa
11496	Form_rufa
11497	Form_rufa
11830	Form_rufa
12100	Form_rufa
12132	Form_rufa
12309	Form_rufa
12322	Form_rufa
12329	Form_rufa
12451	Form_rufa
12675	Form_rufa
12885	Form_rufa
13079	Form_rufa
13080	Form_rufa
13210	Form_rufa
13264	Form_rufa
13273	Form_rufa
13316	Form_rufa
13401	Form_rufa
13467	Form_rufa
13608	Form_rufa
13726	Form_rufa
14501	Form_rufa
14536	Form_rufa
14557	Form_rufa
14563	Form_rufa
14591	Form_rufa
14647	Form_rufa
14655	Form_rufa
14832	Form_rufa
14962	Form_rufa
15085	Form_rufa
15232	Form_rufa
15413	Form_rufa
15477	Form_rufa
15501	Form_rufa
15670	Form_rufa
15823	Form_rufa
16051	Form_rufa
16100	Form_rufa
16225	Form_rufa
16351	Form_rufa
16546	Form_rufa
16569	Form_rufa
16618	Form_rufa
16667	Form_rufa
16672	Form_rufa
16778	Form_rufa
16795	Form_rufa
16821	Form_rufa
16885	Form_rufa
16917	Form_rufa
16976	Form_rufa
17382	Form_rufa
17399	Form_rufa
17625	Form_rufa
17993	Form_rufa
18103	Form_rufa
18149	Form_rufa
18222	Form_rufa
18515	Form_rufa
18622	Form_rufa
18640	Form_rufa
18805	Form_rufa
18825	Form_rufa
18889	Form_rufa
18908	Form_rufa
18959	Form_rufa
19759	Form_rufa
19815	Form_rufa
19925	Form_rufa
9990018	Form_rufa
9990079	Form_rufa
9990191	Form_rufa
9990330	Form_rufa
9990512	Form_rufa
9990935	Form_rufa
9990937	Form_rufa
9991072	Form_rufa
9991147	Form_rufa
9991371	Form_rufa
9991719	Form_rufa
9991856	Form_rufa
9992340	Form_rufa
9992510	Form_rufa
9992733	Form_rufa
10169B	Form_rufa
13388B	Form_rufa
13993B	Form_rufa
1569B	Form_rufa
17216B	Form_rufa
17312B	Form_rufa
17349B	Form_rufa
2603B	Form_rufa
4819B	Form_rufa
658	Form_rufi
688	Form_rufi
1476	Form_rufi
1568	Form_rufi
1740	Form_rufi
1763	Form_rufi
1903	Form_rufi
1954	Form_rufi
2093	Form_rufi
2232	Form_rufi
2335	Form_rufi
2577	Form_rufi
2583	Form_rufi
2614	Form_rufi
2881	Form_rufi
3041	Form_rufi
3095	Form_rufi
3211	Form_rufi
3224	Form_rufi
3325	Form_rufi
3603	Form_rufi
3807	Form_rufi
3991	Form_rufi
4244	Form_rufi
4352	Form_rufi
4381	Form_rufi
4452	Form_rufi
4484	Form_rufi
4485	Form_rufi
4486	Form_rufi
4614	Form_rufi
4664	Form_rufi
4766	Form_rufi
4784	Form_rufi
4805	Form_rufi
5533	Form_rufi
5634	Form_rufi
5743	Form_rufi
5833	Form_rufi
5843	Form_rufi
6687	Form_rufi
6718	Form_rufi
6803	Form_rufi
6860	Form_rufi
7063	Form_rufi
7419	Form_rufi
7750	Form_rufi
8148	Form_rufi
8208	Form_rufi
8347	Form_rufi
8501	Form_rufi
8608	Form_rufi
8890	Form_rufi
9064	Form_rufi
9135	Form_rufi
9259	Form_rufi
9385	Form_rufi
9547	Form_rufi
9553	Form_rufi
9627	Form_rufi
10014	Form_rufi
10118	Form_rufi
10140	Form_rufi
10188	Form_rufi
10212	Form_rufi
10264	Form_rufi
10336	Form_rufi
10348	Form_rufi
10418	Form_rufi
10419	Form_rufi
10433	Form_rufi
10596	Form_rufi
10794	Form_rufi
10830	Form_rufi
10953	Form_rufi
